country,year,score,property_right,government_integrity,judicial_effectiveness,tax_burden,government_spending,fiscal_health,business_freedom,labor_freedom,monetary_freedom,trade_freedom,investment_freedom,financial_freedom,africa,asia,europe,north_america,oceania,south_america
Argentina,2023,50.1,35.1,45.1,57.9,73.3,53.0,16.8,55.1,51.0,37.9,60.6,55.0,60.0,0,0,0,0,0,1
Barbados,2023,71.3,72.6,68.7,88.2,80.6,70.8,79.7,64.7,63.4,78.6,58.4,70.0,60.0,0,0,0,1,0,0
Belize,2023,56.6,34.7,38.1,70.2,77.0,64.1,37.6,54.0,59.9,82.5,55.6,55.0,50.0,0,0,0,1,0,0
Bolivia,2023,43.0,14.1,28.7,28.4,86.0,58.8,10.9,54.7,46.2,72.8,60.8,15.0,40.0,0,0,0,0,0,1
Brazil,2023,53.3,50.3,40.0,57.2,69.9,53.8,0.4,63.2,55.9,78.4,60.0,60.0,50.0,0,0,0,0,0,1
Canada,2023,76.6,89.5,86.7,96.4,75.7,39.6,62.8,78.8,68.7,78.2,83.2,80.0,80.0,0,0,0,1,0,0
Chile,2023,74.4,73.0,71.4,91.4,72.4,78.1,75.3,76.2,58.0,79.4,78.0,70.0,70.0,0,0,0,0,0,1
Colombia,2023,65.1,50.9,42.0,59.1,71.3,66.0,56.7,68.8,60.7,79.3,76.4,80.0,70.0,0,0,0,0,0,1
Costa Rica,2023,65.4,66.4,63.1,78.4,79.2,86.6,10.9,66.0,56.6,83.1,74.6,70.0,50.0,0,0,0,1,0,0
Cuba,2023,29.5,31.5,39.9,15.6,48.4,0.0,11.4,41.1,20.0,61.8,64.0,10.0,10.0,0,0,0,1,0,0
Dominica,2023,54.4,68.1,56.2,81.6,71.6,8.5,1.1,55.8,59.0,84.9,55.6,70.0,40.0,0,0,0,1,0,0
Dominican Republic,2023,63.0,54.0,30.8,55.9,84.6,89.9,66.8,68.1,52.9,73.5,69.0,70.0,40.0,0,0,0,1,0,0
Ecuador,2023,54.3,31.4,37.2,47.3,77.5,59.7,63.1,60.3,57.3,81.5,61.0,35.0,40.0,0,0,0,0,0,1
El Salvador,2023,59.6,43.2,36.1,46.8,77.7,74.7,50.3,65.0,54.6,76.8,69.4,60.0,60.0,0,0,0,1,0,0
Guatemala,2023,63.2,39.8,26.5,36.9,91.5,94.0,83.3,62.1,50.3,79.3,75.0,70.0,50.0,0,0,0,1,0,0
Guyana,2023,59.5,46.9,41.5,47.4,67.5,74.8,67.4,63.1,67.3,83.3,69.4,55.0,30.0,0,0,0,0,0,1
Haiti,2023,50.0,24.1,14.3,18.6,81.5,97.0,94.8,33.5,54.7,56.2,65.4,30.0,30.0,0,0,0,1,0,0
Honduras,2023,59.5,40.3,25.4,29.0,82.7,78.7,92.1,56.9,39.1,72.7,71.6,65.0,60.0,0,0,0,1,0,0
Jamaica,2023,67.4,65.0,49.0,70.6,76.6,71.6,79.4,56.5,64.7,76.2,69.2,80.0,50.0,0,0,0,1,0,0
Mexico,2023,63.7,47.7,32.0,40.7,76.0,78.3,78.0,69.2,58.4,73.0,76.6,75.0,60.0,0,0,0,1,0,0
Nicaragua,2023,54.8,30.1,19.0,19.5,75.3,76.2,87.3,53.8,46.9,72.0,67.8,60.0,50.0,0,0,0,1,0,0
Panama,2023,65.4,58.8,38.0,50.7,85.5,81.9,40.7,67.1,61.5,78.1,77.2,75.0,70.0,0,0,0,1,0,0
Paraguay,2023,62.9,45.5,29.5,37.9,96.1,84.0,68.8,65.4,39.4,75.6,77.0,75.0,60.0,0,0,0,0,0,1
Peru,2023,66.5,49.7,39.7,49.7,79.5,84.2,73.1,65.3,59.6,81.4,81.4,75.0,60.0,0,0,0,0,0,1
Saint Lucia,2023,64.3,66.8,58.1,76.9,77.5,78.7,50.1,61.5,58.2,82.2,56.6,65.0,40.0,0,0,0,1,0,0
Saint Vincent and the Grenadines,2023,65.7,64.0,62.0,76.9,75.5,66.9,68.5,61.4,58.8,84.2,59.8,70.0,40.0,0,0,0,1,0,0
Suriname,2023,48.1,51.2,37.6,45.8,70.2,66.6,0.0,52.7,64.2,58.4,60.6,40.0,30.0,0,0,0,0,0,1
Bahamas,2023,68.7,61.1,64.3,78.8,96.5,85.8,67.3,63.3,69.3,79.2,49.0,50.0,60.0,0,0,0,1,0,0
Trinidad and Tobago,2023,58.8,58.8,44.2,59.3,79.1,69.0,12.9,60.9,57.4,84.6,68.8,60.0,50.0,0,0,0,1,0,0
United States,2023,72.1,95.7,75.7,77.9,75.9,54.5,0.0,87.5,75.8,82.3,75.2,85.0,80.0,0,0,0,1,0,0
Uruguay,2023,70.0,84.0,75.2,80.4,72.4,70.2,75.2,75.7,60.3,70.9,70.4,75.0,30.0,0,0,0,0,0,1
Venezuela,2023,24.8,0.2,7.1,4.6,74.1,78.3,0.0,30.8,37.6,0.0,54.8,0.0,10.0,0,0,0,0,0,1
Argentina,2022,50.1,35.1,45.1,57.9,73.3,53.0,16.8,55.1,51.0,37.9,60.6,55.0,60.0,0,0,0,0,0,1
Barbados,2022,71.3,72.6,68.7,88.2,80.6,70.8,79.7,64.7,63.4,78.6,58.4,70.0,60.0,0,0,0,1,0,0
Belize,2022,56.6,34.7,38.1,70.2,77.0,64.1,37.6,54.0,59.9,82.5,55.6,55.0,50.0,0,0,0,1,0,0
Bolivia,2022,43.0,14.1,28.7,28.4,86.0,58.8,10.9,54.7,46.2,72.8,60.8,15.0,40.0,0,0,0,0,0,1
Brazil,2022,53.3,50.3,40.0,57.2,69.9,53.8,0.4,63.2,55.9,78.4,60.0,60.0,50.0,0,0,0,0,0,1
Canada,2022,76.6,89.5,86.7,96.4,75.7,39.6,62.8,78.8,68.7,78.2,83.2,80.0,80.0,0,0,0,1,0,0
Chile,2022,74.4,73.0,71.4,91.4,72.4,78.1,75.3,76.2,58.0,79.4,78.0,70.0,70.0,0,0,0,0,0,1
Colombia,2022,65.1,50.9,42.0,59.1,71.3,66.0,56.7,68.8,60.7,79.3,76.4,80.0,70.0,0,0,0,0,0,1
Costa Rica,2022,65.4,66.4,63.1,78.4,79.2,86.6,10.9,66.0,56.6,83.1,74.6,70.0,50.0,0,0,0,1,0,0
Cuba,2022,29.5,31.5,39.9,15.6,48.4,0.0,11.4,41.1,20.0,61.8,64.0,10.0,10.0,0,0,0,1,0,0
Dominica,2022,54.4,68.1,56.2,81.6,71.6,8.5,1.1,55.8,59.0,84.9,55.6,70.0,40.0,0,0,0,1,0,0
Dominican Republic,2022,63.0,54.0,30.8,55.9,84.6,89.9,66.8,68.1,52.9,73.5,69.0,70.0,40.0,0,0,0,1,0,0
Ecuador,2022,54.3,31.4,37.2,47.3,77.5,59.7,63.1,60.3,57.3,81.5,61.0,35.0,40.0,0,0,0,0,0,1
El Salvador,2022,59.6,43.2,36.1,46.8,77.7,74.7,50.3,65.0,54.6,76.8,69.4,60.0,60.0,0,0,0,1,0,0
Guatemala,2022,63.2,39.8,26.5,36.9,91.5,94.0,83.3,62.1,50.3,79.3,75.0,70.0,50.0,0,0,0,1,0,0
Guyana,2022,59.5,46.9,41.5,47.4,67.5,74.8,67.4,63.1,67.3,83.3,69.4,55.0,30.0,0,0,0,0,0,1
Haiti,2022,50.0,24.1,14.3,18.6,81.5,97.0,94.8,33.5,54.7,56.2,65.4,30.0,30.0,0,0,0,1,0,0
Honduras,2022,59.5,40.3,25.4,29.0,82.7,78.7,92.1,56.9,39.1,72.7,71.6,65.0,60.0,0,0,0,1,0,0
Jamaica,2022,67.4,65.0,49.0,70.6,76.6,71.6,79.4,56.5,64.7,76.2,69.2,80.0,50.0,0,0,0,1,0,0
Mexico,2022,63.7,47.7,32.0,40.7,76.0,78.3,78.0,69.2,58.4,73.0,76.6,75.0,60.0,0,0,0,1,0,0
Nicaragua,2022,54.8,30.1,19.0,19.5,75.3,76.2,87.3,53.8,46.9,72.0,67.8,60.0,50.0,0,0,0,1,0,0
Panama,2022,65.4,58.8,38.0,50.7,85.5,81.9,40.7,67.1,61.5,78.1,77.2,75.0,70.0,0,0,0,1,0,0
Paraguay,2022,62.9,45.5,29.5,37.9,96.1,84.0,68.8,65.4,39.4,75.6,77.0,75.0,60.0,0,0,0,0,0,1
Peru,2022,66.5,49.7,39.7,49.7,79.5,84.2,73.1,65.3,59.6,81.4,81.4,75.0,60.0,0,0,0,0,0,1
Saint Lucia,2022,64.3,66.8,58.1,76.9,77.5,78.7,50.1,61.5,58.2,82.2,56.6,65.0,40.0,0,0,0,1,0,0
Saint Vincent and the Grenadines,2022,65.7,64.0,62.0,76.9,75.5,66.9,68.5,61.4,58.8,84.2,59.8,70.0,40.0,0,0,0,1,0,0
Suriname,2022,48.1,51.2,37.6,45.8,70.2,66.6,0.0,52.7,64.2,58.4,60.6,40.0,30.0,0,0,0,0,0,1
Bahamas,2022,68.7,61.1,64.3,78.8,96.5,85.8,67.3,63.3,69.3,79.2,49.0,50.0,60.0,0,0,0,1,0,0
Trinidad and Tobago,2022,58.8,58.8,44.2,59.3,79.1,69.0,12.9,60.9,57.4,84.6,68.8,60.0,50.0,0,0,0,1,0,0
United States,2022,72.1,95.7,75.7,77.9,75.9,54.5,0.0,87.5,75.8,82.3,75.2,85.0,80.0,0,0,0,1,0,0
Uruguay,2022,70.0,84.0,75.2,80.4,72.4,70.2,75.2,75.7,60.3,70.9,70.4,75.0,30.0,0,0,0,0,0,1
Venezuela,2022,24.8,0.2,7.1,4.6,74.1,78.3,0.0,30.8,37.6,0.0,54.8,0.0,10.0,0,0,0,0,0,1
Argentina,2021,52.7,46.1,54.0,45.7,70.4,52.8,38.4,59.5,46.3,41.9,62.6,55.0,60.0,0,0,0,0,0,1
Barbados,2021,65.0,52.7,50.2,49.7,79.3,73.1,79.8,69.7,60.1,77.3,58.4,70.0,60.0,0,0,0,1,0,0
Belize,2021,57.5,41.8,36.3,45.7,78.7,64.7,68.5,60.0,54.2,80.2,55.0,55.0,50.0,0,0,0,1,0,0
Bolivia,2021,42.7,18.7,25.9,11.0,85.3,58.4,13.4,58.4,53.4,71.0,61.6,15.0,40.0,0,0,0,0,0,1
Brazil,2021,53.4,55.0,47.5,45.5,70.1,56.5,5.3,58.0,50.7,77.8,64.6,60.0,50.0,0,0,0,0,0,1
Canada,2021,77.9,84.5,87.9,73.3,76.0,49.8,84.2,81.4,72.4,76.1,88.8,80.0,80.0,0,0,0,1,0,0
Chile,2021,75.2,70.2,74.5,68.4,72.3,80.4,90.4,75.1,62.5,85.5,83.0,70.0,70.0,0,0,0,0,0,1
Colombia,2021,68.1,59.8,49.7,36.4,69.7,69.3,78.9,71.0,77.7,78.1,77.0,80.0,70.0,0,0,0,0,0,1
Costa Rica,2021,64.2,64.0,59.0,58.1,79.9,87.7,24.3,66.2,55.5,80.9,75.0,70.0,50.0,0,0,0,1,0,0
Cuba,2021,28.1,27.7,48.7,10.0,47.1,0.0,14.6,20.0,20.0,64.6,64.2,10.0,10.0,0,0,0,1,0,0
Dominica,2021,53.0,51.2,51.0,66.3,70.0,7.4,6.1,68.4,67.0,82.4,55.6,70.0,40.0,0,0,0,1,0,0
Dominican Republic,2021,62.1,51.2,34.6,28.8,84.6,91.7,84.4,56.4,58.7,75.3,69.4,70.0,40.0,0,0,0,1,0,0
Ecuador,2021,52.4,39.5,38.5,24.7,77.1,58.5,75.9,50.4,47.9,81.7,59.8,35.0,40.0,0,0,0,0,0,1
El Salvador,2021,61.0,39.9,34.2,33.5,77.9,81.0,79.6,52.4,52.2,81.0,70.8,70.0,60.0,0,0,0,1,0,0
Guatemala,2021,64.0,43.2,30.1,32.6,91.8,94.8,92.1,61.5,48.5,77.7,75.6,70.0,50.0,0,0,0,1,0,0
Guyana,2021,57.4,44.9,38.5,40.4,64.6,77.3,69.8,58.2,62.1,81.3,66.8,55.0,30.0,0,0,0,0,0,1
Haiti,2021,50.8,12.6,22.0,15.1,80.2,91.3,92.9,33.0,62.1,59.7,65.4,45.0,30.0,0,0,0,1,0,0
Honduras,2021,59.8,45.5,29.1,36.0,82.2,79.3,96.7,48.7,32.0,71.8,71.8,65.0,60.0,0,0,0,1,0,0
Jamaica,2021,69.0,60.6,47.7,55.1,79.7,74.4,83.1,77.6,73.4,77.5,69.2,80.0,50.0,0,0,0,1,0,0
Mexico,2021,65.5,53.4,39.8,35.9,76.1,79.8,88.7,65.6,58.2,72.1,81.6,75.0,60.0,0,0,0,1,0,0
Nicaragua,2021,56.3,27.8,24.8,19.0,77.1,77.5,91.8,53.1,55.0,70.7,68.4,60.0,50.0,0,0,0,1,0,0
Panama,2021,66.2,54.5,39.4,28.1,85.2,85.2,82.8,72.9,43.7,80.5,77.2,75.0,70.0,0,0,0,1,0,0
Paraguay,2021,62.6,41.6,32.2,26.0,96.2,86.7,91.6,59.6,31.8,73.8,76.4,75.0,60.0,0,0,0,0,0,1
Peru,2021,67.7,53.3,36.3,28.2,79.4,86.4,91.5,66.2,63.2,86.1,86.4,75.0,60.0,0,0,0,0,0,1
Saint Lucia,2021,67.5,61.5,44.6,66.3,76.9,83.2,86.2,75.7,66.5,83.5,60.6,65.0,40.0,0,0,0,1,0,0
Saint Vincent and the Grenadines,2021,66.3,48.1,48.7,66.3,74.9,71.6,87.6,74.2,74.0,82.6,57.8,70.0,40.0,0,0,0,1,0,0
Suriname,2021,46.4,45.5,38.5,15.4,70.0,68.2,7.8,45.8,61.9,73.7,60.2,40.0,30.0,0,0,0,0,0,1
Bahamas,2021,64.6,48.1,47.5,45.7,97.1,87.6,72.7,70.4,70.0,77.0,49.0,50.0,60.0,0,0,0,1,0,0
Trinidad and Tobago,2021,59.0,52.4,36.4,46.9,79.5,70.9,15.8,66.5,76.8,83.4,68.8,60.0,50.0,0,0,0,1,0,0
United States,2021,74.8,79.7,76.8,72.4,76.0,62.2,34.9,82.5,87.1,81.1,80.4,85.0,80.0,0,0,0,1,0,0
Uruguay,2021,69.3,68.1,75.7,66.8,72.6,66.9,80.5,72.3,70.5,72.5,70.8,85.0,30.0,0,0,0,0,0,1
Venezuela,2021,24.7,7.5,15.1,15.4,71.1,61.5,0.0,33.4,27.5,0.0,54.8,0.0,10.0,0,0,0,0,0,1
Argentina,2020,53.1,50.5,49.7,47.0,69.6,50.7,24.7,60.2,46.5,53.7,69.2,55.0,60.0,0,0,0,0,0,1
Barbados,2020,61.4,56.6,44.0,36.1,73.6,69.2,63.1,69.4,60.0,77.9,56.6,70.0,60.0,0,0,0,1,0,0
Belize,2020,57.4,44.4,33.5,46.4,79.5,66.3,53.9,60.9,54.3,80.4,64.2,55.0,50.0,0,0,0,1,0,0
Bolivia,2020,42.8,20.1,23.1,11.2,86.3,54.2,14.2,58.3,52.9,69.9,67.8,15.0,40.0,0,0,0,0,0,1
Brazil,2020,53.7,57.3,45.6,46.7,70.4,54.6,4.6,60.5,49.5,77.2,67.8,60.0,50.0,0,0,0,0,0,1
Canada,2020,78.2,87.7,90.3,72.7,76.5,50.9,83.3,81.7,72.0,76.0,87.0,80.0,80.0,0,0,0,1,0,0
Chile,2020,76.8,69.9,73.4,61.1,76.4,80.8,90.5,75.0,64.7,85.2,89.0,85.0,70.0,0,0,0,0,0,1
Colombia,2020,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,0,0,0,0,0,1
Costa Rica,2020,65.8,66.7,57.2,54.4,78.9,88.4,39.7,66.5,55.0,81.2,81.4,70.0,50.0,0,0,0,1,0,0
Cuba,2020,26.9,20.1,38.7,10.0,49.5,0.0,14.8,20.0,20.0,64.1,65.6,10.0,10.0,0,0,0,1,0,0
Dominica,2020,60.8,59.8,51.2,62.6,70.5,16.0,86.2,70.4,60.7,83.5,68.4,70.0,30.0,0,0,0,1,0,0
Dominican Republic,2020,60.9,55.8,31.2,18.2,84.5,90.5,82.4,50.3,57.5,73.5,76.6,70.0,40.0,0,0,0,1,0,0
Ecuador,2020,51.3,40.4,33.4,20.7,77.5,57.9,62.3,53.8,48.0,81.0,66.0,35.0,40.0,0,0,0,0,0,1
El Salvador,2020,61.6,41.6,31.6,30.1,77.8,82.8,80.0,53.6,52.3,78.6,80.8,70.0,60.0,0,0,0,1,0,0
Guatemala,2020,64.0,45.5,29.6,32.2,79.2,95.6,95.7,62.6,48.4,77.4,82.2,70.0,50.0,0,0,0,1,0,0
Guyana,2020,56.2,53.6,34.1,42.6,66.0,64.4,58.6,58.9,62.1,82.5,66.8,55.0,30.0,0,0,0,0,0,1
Haiti,2020,52.3,16.4,22.3,23.3,80.2,89.4,96.3,33.6,62.3,61.5,67.0,45.0,30.0,0,0,0,1,0,0
Honduras,2020,61.1,48.6,28.6,34.2,82.3,78.2,96.7,56.7,31.5,72.2,79.4,65.0,60.0,0,0,0,1,0,0
Jamaica,2020,68.5,62.1,46.8,50.5,80.0,74.8,80.2,77.7,74.0,77.7,68.4,80.0,50.0,0,0,0,1,0,0
Mexico,2020,66.0,58.3,36.7,34.7,76.1,79.3,87.5,67.0,58.4,70.9,87.6,75.0,60.0,0,0,0,1,0,0
Nicaragua,2020,57.2,33.5,24.3,19.5,76.3,77.5,87.2,55.1,55.5,71.5,75.4,60.0,50.0,0,0,0,1,0,0
Panama,2020,67.2,58.8,37.2,30.0,85.3,85.7,91.2,70.8,43.3,79.4,79.2,75.0,70.0,0,0,0,1,0,0
Paraguay,2020,63.0,44.7,29.6,26.4,96.1,88.6,98.0,60.9,29.0,72.5,75.4,75.0,60.0,0,0,0,0,0,1
Peru,2020,67.9,54.9,33.5,30.6,80.8,86.4,89.0,67.1,62.9,86.3,88.4,75.0,60.0,0,0,0,0,0,1
Saint Lucia,2020,68.2,69.8,41.8,62.6,76.9,80.6,83.8,76.7,66.4,82.0,73.2,65.0,40.0,0,0,0,1,0,0
Saint Vincent and the Grenadines,2020,66.8,50.5,46.1,62.6,72.4,73.7,89.0,75.8,73.3,80.8,67.2,70.0,40.0,0,0,0,1,0,0
Suriname,2020,49.5,45.6,36.9,19.5,70.5,74.8,10.3,48.2,71.9,76.1,69.8,40.0,30.0,0,0,0,0,0,1
Bahamas,2020,64.5,54.9,46.0,46.4,96.8,87.4,69.2,69.0,70.0,76.3,47.8,50.0,60.0,0,0,0,1,0,0
Trinidad and Tobago,2020,58.3,56.6,37.4,42.1,82.6,66.5,15.9,67.3,76.0,77.4,67.8,60.0,50.0,0,0,0,1,0,0
United States,2020,76.6,81.8,77.2,83.7,74.6,56.5,54.3,83.3,87.9,75.5,79.8,85.0,80.0,0,0,0,1,0,0
Uruguay,2020,69.1,72.0,73.5,59.8,75.2,66.5,72.3,73.6,71.0,72.7,77.4,85.0,30.0,0,0,0,0,0,1
Venezuela,2020,25.2,10.1,14.6,12.6,72.8,66.3,0.0,30.8,27.7,0.0,58.0,0.0,10.0,0,0,0,0,0,1
Argentina,2019,52.2,47.8,33.5,44.5,69.3,49.5,33.0,56.4,46.9,60.2,70.0,55.0,60.0,0,0,0,0,0,1
Barbados,2019,64.7,52.9,53.8,59.9,70.1,65.0,79.5,69.8,59.9,78.3,56.6,70.0,60.0,0,0,0,1,0,0
Belize,2019,55.4,41.7,27.2,46.9,79.9,65.9,39.1,61.8,54.8,78.7,64.0,55.0,50.0,0,0,0,1,0,0
Bolivia,2019,42.3,20.5,19.7,12.3,82.4,49.3,17.6,58.8,52.9,68.8,70.4,15.0,40.0,0,0,0,0,0,1
Brazil,2019,51.9,57.3,28.1,51.7,70.5,55.2,5.9,57.9,51.9,75.5,69.0,50.0,50.0,0,0,0,0,0,1
Canada,2019,77.7,87.0,84.6,69.4,76.8,51.3,83.1,81.9,73.7,77.2,86.8,80.0,80.0,0,0,0,1,0,0
Chile,2019,75.4,68.7,62.3,56.3,77.3,81.0,89.0,76.6,65.0,84.5,88.8,85.0,70.0,0,0,0,0,0,1
Colombia,2019,67.3,59.2,33.5,34.3,74.3,75.0,79.2,71.4,78.5,75.6,76.0,80.0,70.0,0,0,0,0,0,1
Costa Rica,2019,65.3,58.3,54.5,54.0,79.2,88.4,42.5,67.2,55.2,83.2,81.4,70.0,50.0,0,0,0,1,0,0
Cuba,2019,27.8,31.6,37.7,10.0,48.8,0.0,15.6,20.0,20.0,65.6,64.0,10.0,10.0,0,0,0,1,0,0
Dominica,2019,63.6,49.2,54.5,63.8,72.1,53.5,84.7,70.7,60.4,85.7,68.2,70.0,30.0,0,0,0,1,0,0
Dominican Republic,2019,61.0,50.6,23.2,18.1,84.6,90.3,89.9,51.9,57.6,79.7,75.8,70.0,40.0,0,0,0,1,0,0
Ecuador,2019,46.9,35.9,25.3,20.2,77.0,55.5,32.1,54.1,48.2,73.5,66.4,35.0,40.0,0,0,0,0,0,1
El Salvador,2019,61.8,37.6,23.4,29.1,78.1,86.3,81.9,57.2,53.1,79.0,81.4,75.0,60.0,0,0,0,1,0,0
Guatemala,2019,62.6,40.3,26.4,32.3,79.2,95.6,96.2,53.6,48.7,77.0,82.2,70.0,50.0,0,0,0,1,0,0
Guyana,2019,56.8,41.7,33.2,42.9,67.0,69.4,77.6,59.3,62.0,76.9,66.8,55.0,30.0,0,0,0,0,0,1
Haiti,2019,52.7,10.4,20.3,25.3,79.9,88.3,95.9,36.2,62.6,66.5,72.0,45.0,30.0,0,0,0,1,0,0
Honduras,2019,60.2,43.4,25.3,31.0,82.8,78.2,95.9,56.9,32.0,73.0,79.4,65.0,60.0,0,0,0,1,0,0
Jamaica,2019,68.6,60.7,45.0,49.2,80.2,76.0,80.0,78.0,73.6,82.6,68.4,80.0,50.0,0,0,0,1,0,0
Mexico,2019,64.7,59.1,26.3,34.9,75.8,78.2,83.2,67.8,58.6,75.9,81.4,75.0,60.0,0,0,0,1,0,0
Nicaragua,2019,57.7,33.4,20.3,18.7,76.9,79.1,93.9,56.0,55.8,72.7,76.0,60.0,50.0,0,0,0,1,0,0
Panama,2019,67.2,60.4,34.1,30.1,85.0,85.3,91.3,73.6,43.4,79.4,79.2,75.0,70.0,0,0,0,1,0,0
Paraguay,2019,61.8,39.5,25.5,30.0,96.3,78.9,96.3,61.5,29.2,72.8,76.6,75.0,60.0,0,0,0,0,0,1
Peru,2019,67.8,56.1,31.8,34.0,80.6,86.1,88.5,67.8,63.5,83.9,86.4,75.0,60.0,0,0,0,0,0,1
Saint Lucia,2019,68.7,65.9,50.3,63.8,76.2,79.3,81.3,76.3,69.2,83.9,73.2,65.0,40.0,0,0,0,1,0,0
Saint Vincent and the Grenadines,2019,65.8,36.5,50.5,63.8,71.2,74.3,85.0,76.5,73.5,82.2,66.6,70.0,40.0,0,0,0,1,0,0
Suriname,2019,48.1,49.1,35.5,22.2,70.9,77.2,9.6,48.3,73.5,56.0,64.6,40.0,30.0,0,0,0,0,0,1
Bahamas,2019,62.9,42.2,43.7,46.9,97.3,86.8,65.7,68.5,67.5,78.1,47.8,50.0,60.0,0,0,0,1,0,0
Trinidad and Tobago,2019,57.0,52.3,32.9,40.6,82.3,61.9,16.6,67.8,75.6,75.1,68.4,60.0,50.0,0,0,0,1,0,0
United States,2019,76.8,79.3,77.4,78.6,75.1,57.1,53.1,83.8,89.4,76.6,86.6,85.0,80.0,0,0,0,1,0,0
Uruguay,2019,68.6,68.3,69.2,58.9,77.2,67.5,69.9,74.3,71.9,72.9,78.6,85.0,30.0,0,0,0,0,0,1
Venezuela,2019,25.9,7.6,7.9,13.1,74.7,58.1,17.6,33.9,28.0,0.0,60.0,0.0,10.0,0,0,0,0,0,1
Argentina,2018,52.3,40.8,32.6,44.5,65.7,55.6,52.6,56.2,43.3,51.3,70.3,55.0,60.0,0,0,0,0,0,1
Barbados,2018,57.0,51.4,53.8,54.4,74.0,39.3,0.0,70.5,63.2,85.0,62.2,70.0,60.0,0,0,0,1,0,0
Belize,2018,57.1,42.1,34.7,53.5,80.0,65.5,50.0,62.9,48.7,78.3,64.9,55.0,50.0,0,0,0,1,0,0
Bolivia,2018,44.1,19.0,23.1,11.4,85.7,46.5,46.8,59.2,49.2,67.5,75.5,5.0,40.0,0,0,0,0,0,1
Brazil,2018,51.4,55.8,31.4,55.5,70.6,50.7,7.7,58.6,46.8,71.4,68.5,50.0,50.0,0,0,0,0,0,1
Canada,2018,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0,0,0,0,1,0,0
Chile,2018,75.2,67.9,61.2,63.4,78.0,81.3,91.7,72.4,60.4,82.4,88.7,85.0,70.0,0,0,0,0,0,1
Colombia,2018,68.9,60.7,33.4,36.4,80.3,74.4,82.2,78.6,75.2,73.9,81.6,80.0,70.0,0,0,0,0,0,1
Costa Rica,2018,65.6,54.8,51.8,57.8,79.3,88.9,46.8,68.3,50.3,85.0,84.7,70.0,50.0,0,0,0,1,0,0
Cuba,2018,31.9,29.7,38.1,10.0,49.0,0.0,64.4,20.0,20.0,66.4,64.7,10.0,10.0,0,0,0,1,0,0
Dominica,2018,64.5,48.6,49.9,69.2,72.9,64.8,85.2,71.7,57.7,86.6,62.6,75.0,30.0,0,0,0,1,0,0
Dominican Republic,2018,61.6,51.7,26.2,23.1,84.6,90.6,90.5,53.2,54.3,77.1,72.4,75.0,40.0,0,0,0,1,0,0
Ecuador,2018,48.5,36.7,30.2,23.3,79.4,52.5,47.0,55.6,43.7,70.1,68.8,35.0,40.0,0,0,0,0,0,1
El Salvador,2018,63.2,37.3,25.2,35.4,78.9,86.3,78.5,58.2,52.9,79.8,86.4,80.0,60.0,0,0,0,1,0,0
Guatemala,2018,63.4,40.4,27.3,33.1,79.2,95.3,95.3,57.3,48.3,77.6,87.2,70.0,50.0,0,0,0,1,0,0
Guyana,2018,58.7,42.1,34.8,42.5,68.4,70.8,73.8,60.3,70.5,79.3,71.5,60.0,30.0,0,0,0,0,0,1
Haiti,2018,55.8,25.1,24.6,42.5,80.1,85.6,83.6,48.3,64.1,68.9,71.9,45.0,30.0,0,0,0,1,0,0
Honduras,2018,60.6,44.3,28.2,34.5,82.8,76.6,87.4,58.5,31.9,73.8,84.4,65.0,60.0,0,0,0,1,0,0
Jamaica,2018,69.1,60.9,39.4,56.6,80.0,77.2,79.5,78.7,74.5,82.0,70.8,80.0,50.0,0,0,0,1,0,0
Mexico,2018,64.8,58.6,26.9,39.0,75.7,78.1,69.8,67.5,59.8,79.2,88.0,75.0,60.0,0,0,0,1,0,0
Nicaragua,2018,58.9,29.8,24.2,19.0,77.2,80.0,94.8,60.2,57.3,73.0,81.0,60.0,50.0,0,0,0,1,0,0
Panama,2018,67.0,60.9,38.8,29.4,85.0,84.1,86.1,74.4,43.5,79.5,77.8,75.0,70.0,0,0,0,1,0,0
Paraguay,2018,62.1,38.3,28.3,28.2,96.1,82.2,97.1,62.2,29.9,72.4,76.1,75.0,60.0,0,0,0,0,0,1
Peru,2018,68.7,56.9,36.6,33.5,80.6,85.6,94.7,69.2,62.4,83.1,87.1,75.0,60.0,0,0,0,0,0,1
Saint Lucia,2018,67.6,67.9,50.9,69.2,75.5,72.4,67.7,76.6,69.5,81.7,74.3,65.0,40.0,0,0,0,1,0,0
Saint Vincent and the Grenadines,2018,67.7,36.7,51.5,69.2,72.7,72.7,83.4,80.0,75.0,85.4,75.7,70.0,40.0,0,0,0,1,0,0
Suriname,2018,48.1,39.7,39.9,21.4,71.4,76.4,11.7,48.3,73.5,50.5,74.8,40.0,30.0,0,0,0,0,0,1
Bahamas,2018,63.3,46.5,50.9,53.5,96.5,82.9,59.0,68.3,64.6,79.2,52.7,45.0,60.0,0,0,0,1,0,0
Trinidad and Tobago,2018,57.7,54.9,33.1,49.8,83.5,54.4,12.6,68.3,74.5,77.4,73.5,60.0,50.0,0,0,0,1,0,0
United States,2018,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0,0,0,0,1,0,0
